"Neighborhood","Class","Units","YearBuilt","SqFt","IncomePerSqFt","ExpensePerSqFt","NetIncome","Value","ValuePerSqFt","Boro"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",159,1926,186929,39.52,12.9,4976050,37622998,201.27,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",465,1902,446600,37.81,11.44,11776842,56973440,127.57,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",29,1928,90440,47.96,15.48,2937491,22057999,243.9,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",92,1922,54975,36.64,10.71,1425502,10501998,191.03,"Manhattan"
"UPPER WEST SIDE (59-79)","R9-CONDOMINIUM",110,1924,107050,32.18,8,2588469,19275000,180.06,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",127,2007,219320,50.64,12.07,8459173,63349995,288.85,"Manhattan"
"UPPER WEST SIDE (59-79)","R2-CONDOMINIUM",16,1920,9957,43.94,12.13,316733,2385000,239.53,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",34,2008,91271,39.62,8.71,2821187,21053999,230.68,"Manhattan"
"UPPER WEST SIDE (59-79)","R9-CONDOMINIUM",272,1975,226556,37.84,12.28,5790771,43836000,193.49,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",161,1908,437054,30,11.5,8085499,60524999,138.48,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",372,1997,512280,44.26,10.95,17064047,124320032,242.68,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",422,2000,602694,44.26,11.2,19925063,146299972,242.74,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",167,2004,322204,44.26,11.2,10652064,78319977,243.08,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",277,2004,263003,44.26,11.2,8694879,63910037,243,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",266,2006,388033,44.26,11.2,12828371,94270003,242.94,"Manhattan"
"UPPER WEST SIDE (59-79)","RR-CONDOMINIUM",319,2006,287900,22.91,6.12,4832000,33166000,115.2,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",271,2006,572768,44.85,10.53,19657398,147944993,258.3,"Manhattan"
"UPPER WEST SIDE (59-79)","R9-CONDOMINIUM",403,1962,421100,39.39,15.1,10228519,53680000,127.48,"Manhattan"
"UPPER WEST SIDE (59-79)","R9-CONDOMINIUM",432,1962,383760,39.39,15.1,9321530,48950000,127.55,"Manhattan"
"UPPER WEST SIDE (59-79)","R9-CONDOMINIUM",543,1962,533710,39.39,15.1,12963816,92850000,173.97,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",148,1930,152076,39.52,12.9,4048264,30607999,201.27,"Manhattan"
"UPPER WEST SIDE (59-79)","R4-CONDOMINIUM",25,1931,45968,31.15,7.76,1075191,5863003,127.55,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",37,1924,55226,31.17,10.01,1168582,7040006,127.48,"Manhattan"
"UPPER WEST SIDE (79-96)","R2-CONDOMINIUM",10,1910,9075,34.11,10.53,213988,1110995,122.42,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",52,1900,39438,36.55,11.63,982795,7241001,183.6,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",20,1910,28600,32.5,6.04,756756,4399980,153.85,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",36,1988,115502,45.15,11.65,3869317,29115002,252.07,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",47,1927,39942,33.91,8.72,1006139,5092993,127.51,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",11,1960,19902,38.38,10.89,547106,3156997,158.63,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",85,1929,130259,34.83,10.44,3177017,23513999,180.52,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",18,1991,53656,44.11,13.01,1668701,10238023,190.81,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",147,1986,215942,42.2,12.74,6361651,48005006,222.31,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",91,1920,60653,47.91,10.33,2279340,15749994,259.67,"Manhattan"
"UPPER WEST SIDE (79-96)","R9-CONDOMINIUM",134,1900,148751,39.25,12.97,3909177,29561000,198.73,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",36,1912,35516,29.98,7.17,810120,5955000,167.67,"Manhattan"
"UPPER WEST SIDE (79-96)","R9-CONDOMINIUM",59,1900,48846,32.43,11.15,1039443,7736000,158.38,"Manhattan"
"UPPER WEST SIDE (79-96)","R2-CONDOMINIUM",10,1955,8563,34.64,11.71,196349,1455999,170.03,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",47,1986,27600,35.31,11.4,659916,4879999,176.81,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",79,1929,88916,33.69,14.02,1748978,12984000,146.03,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",38,1998,70430,36.47,13.5,1617777,11923000,169.29,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",108,1985,145070,37.01,13.06,3474427,25571996,176.27,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",47,1900,33570,33.91,8.72,845629,5158990,153.68,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",13,1989,27389,35.31,11.4,654871,4841997,176.79,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",26,1989,54778,38.13,12.38,1410533,10675002,194.88,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",59,1990,60767,33.69,14.02,1195287,8873994,146.03,"Manhattan"
"UPPER WEST SIDE (79-96)","R9-CONDOMINIUM",93,1930,100964,31.02,11.56,1964759,14676000,145.36,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",53,1925,62389,33.33,11.37,1370062,10178999,163.15,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",279,1973,246842,19.45,5.56,3427200,24552007,99.46,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",53,1925,55008,28.04,8.67,1065505,7672003,139.47,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",123,1987,132774,35.69,12.78,3041852,22474002,169.27,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",28,1910,27772,38.42,6.45,887871,5820001,209.56,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",12,2004,21807,40.9,13.92,588353,4443998,203.79,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",55,1920,80629,32.7,10.76,1769000,9547996,118.42,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",117,1912,176424,32,10.58,3779002,28172000,159.68,"Manhattan"
"UPPER WEST SIDE (79-96)","R9-CONDOMINIUM",12,1920,8594,34.07,11.34,195342,1448000,168.49,"Manhattan"
"UPPER WEST SIDE (79-96)","R9-CONDOMINIUM",97,1923,155319,32,10.58,3326933,19800000,127.48,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",306,1985,369189,40.03,10.43,10927995,82594009,223.72,"Manhattan"
"UPPER WEST SIDE (79-96)","R9-CONDOMINIUM",76,1915,147022,32.12,12.59,2871340,18810000,127.94,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",89,1915,141562,32.06,11.59,2897774,21599004,152.58,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",45,1912,79554,33.07,16.03,1355600,9427008,118.5,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",57,1986,60115,45.4,8.47,2220047,16701005,277.82,"Manhattan"
"UPPER WEST SIDE (79-96)","R9-CONDOMINIUM",354,1987,412000,40.03,10.43,12195200,92171000,223.72,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",60,1920,56306,30.96,7.71,1309115,6930007,123.08,"Manhattan"
"UPPER WEST SIDE (79-96)","R9-CONDOMINIUM",142,1986,134054,39.25,12.97,3522940,26641000,198.73,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",94,1915,171946,32,10.58,3683083,27456989,159.68,"Manhattan"
"UPPER WEST SIDE (79-96)","R2-CONDOMINIUM",15,1910,10789,30.57,8.46,238545,1784001,165.35,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",72,1920,147994,30.93,9.33,3196670,23881999,161.37,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",157,1985,170760,40.23,14.26,4434637,33511998,196.25,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",93,1922,166559,32.9,11.22,3610999,26850001,161.2,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",84,1920,118026,29.73,6.07,2792495,15070009,127.68,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",37,1913,59951,36.22,11.61,1475394,7645006,127.52,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",47,1916,92402,33.33,11.37,2029148,15075004,163.15,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",15,1900,15815,31.62,8.18,370703,2766001,174.9,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",58,1926,116997,27.41,9.66,2076697,14975998,128,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",15,1930,16506,31.62,8.18,386901,2885999,174.85,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",212,1986,145085,36.12,11.88,3516860,25941002,178.8,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",24,1920,20118,34.26,8.66,515021,3815998,189.68,"Manhattan"
"UPPER WEST SIDE (79-96)","R9-CONDOMINIUM",17,1920,25216,34.19,10.16,605940,4490000,178.06,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",22,1910,28436,34.26,8.66,727961,5393999,189.69,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",70,1950,90566,33.2,10.66,2041357,15149996,167.28,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",30,2008,192725,55.38,11.95,8370047,62425999,323.91,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",24,1920,60480,34.36,8.07,1590019,10515001,173.86,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",54,1923,55190,34.36,8.07,1450945,9254998,167.69,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",51,1911,78380,36.87,10.95,2031610,14957999,190.84,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",32,1920,32750,33.99,11.04,751613,5577004,170.29,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",30,1902,32905,33.99,11.04,755170,4202008,127.7,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",104,1989,167752,41.94,10.02,5354644,40411999,240.9,"Manhattan"
"UPPER WEST SIDE (79-96)","R4-CONDOMINIUM",261,1931,208241,32.49,9.05,4881169,29039006,139.45,"Manhattan"
"MIDTOWN WEST","R4-CONDOMINIUM",53,2008,70916,47.73,11.07,2599781,19416999,273.8,"Manhattan"
"MIDTOWN WEST","R4-CONDOMINIUM",152,2005,148385,46.22,13.7,4825480,36282001,244.51,"Manhattan"
"MIDTOWN WEST","R4-CONDOMINIUM",248,1982,503000,48.59,13.52,17640210,132305010,263.03,"Manhattan"
"MIDTOWN WEST","R4-CONDOMINIUM",35,1925,44350,37.6,12.86,1097219,7502002,169.15,"Manhattan"
"MIDTOWN WEST","R4-CONDOMINIUM",183,1963,141738,38.2,10.45,3933230,25409869,179.27,"Manhattan"
"MIDTOWN WEST","R4-CONDOMINIUM",47,2008,95307,44.48,9.23,3359571,25204996,264.46,"Manhattan"
"MIDTOWN WEST","R4-CONDOMINIUM",168,1969,206973,39.64,11.04,5919428,44753001,216.23,"Manhattan"
"MIDTOWN WEST","R4-CONDOMINIUM",88,1901,68219,36.79,12.04,1688420,12210003,178.98,"Manhattan"
"MIDTOWN WEST","R4-CONDOMINIUM",11,1931,84843,44.48,9.23,2990716,21999995,259.3,"Manhattan"
"MIDTOWN WEST","R4-CONDOMINIUM",164,1907,395521,62.8,15.2,18826800,141448992,357.63,"Manhattan"
"MIDTOWN CBD","R4-CONDOMINIUM",23,2007,26026,44.91,8.55,946306,7122003,273.65,"Manhattan"
"MIDTOWN CBD","R4-CONDOMINIUM",226,1973,477801,43.46,12.78,14658934,110433001,231.13,"Manhattan"
"MIDTOWN CBD","R4-CONDOMINIUM",74,2003,115852,47.44,11.44,4170672,31476998,271.7,"Manhattan"
"MIDTOWN CBD","R4-CONDOMINIUM",244,1983,499668,44.47,13.97,15239874,114241751,228.64,"Manhattan"
"MIDTOWN CBD","R4-CONDOMINIUM",56,1982,176494,44.02,12.49,5564856,41906995,237.44,"Manhattan"
"MIDTOWN CBD","R4-CONDOMINIUM",207,1985,185540,42.52,12.39,5590320,42174996,227.31,"Manhattan"
"MIDTOWN CBD","R4-CONDOMINIUM",145,1951,132205,37.67,8.89,3804860,23759983,179.72,"Manhattan"
"MIDTOWN CBD","R4-CONDOMINIUM",87,1956,70773,37.67,8.89,2036847,14968005,211.49,"Manhattan"
"MIDTOWN CBD","R4-CONDOMINIUM",156,1956,141440,37.43,8.34,4114489,30254004,213.9,"Manhattan"
"MIDTOWN CBD","R4-CONDOMINIUM",75,1956,65658,37.43,8.34,1909991,14044006,213.9,"Manhattan"
"MIDTOWN CBD","R4-CONDOMINIUM",236,1975,364872,41.65,13.42,10300337,77756004,213.1,"Manhattan"
"MIDTOWN CBD","R9-CONDOMINIUM",120,1926,221819,37.18,7.79,6519260,47964000,216.23,"Manhattan"
"MIDTOWN CBD","R4-CONDOMINIUM",105,2001,365000,47.44,11.44,13140000,119899916,328.49,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",364,1986,351161,43.72,14.02,10429482,78559005,223.71,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",100,1970,60900,35.18,11.06,1468908,10864000,178.39,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",18,2001,11861,42.91,11.39,373859,2819999,237.75,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",231,1982,350000,46.09,14.82,10944500,82296053,235.13,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",48,1985,77029,38.31,10.3,2157582,16327000,211.96,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",92,1957,63927,34.6,9.77,1587307,11752981,183.85,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",129,1956,81745,38.34,14.66,1935721,14648002,179.19,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",173,1988,164753,44.42,13.61,5076040,38215010,231.95,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",261,1979,207246,42.75,12.4,6289917,45650062,220.27,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",162,1959,170631,36.25,10.91,4323790,31881993,186.85,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",77,2006,105668,42.8,10.7,3391942,25485990,241.19,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",174,1985,193134,44.42,13.61,5950458,44797994,231.95,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",16,1980,19082,40.13,9.97,575513,4348999,227.91,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",25,1984,46800,40.06,7.99,1501000,11217000,239.68,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",27,1901,15410,36.73,9.06,426394,3140994,203.83,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",73,1958,65985,34.3,9.1,1662822,12320002,186.71,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",21,1900,17216,37.67,8.89,495477,4102447,238.29,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",135,2006,197233,44.42,13.61,6076749,45748001,231.95,"Manhattan"
"MIDTOWN EAST","R9-CONDOMINIUM",146,1957,126021,33.27,10.48,2872019,21339000,169.33,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",176,1990,237531,46.09,14.82,7427595,55850998,235.13,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",40,2000,54638,49.97,10.07,2180000,16180996,296.15,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",38,2004,70308,43.38,11.02,2275000,16983003,241.55,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",115,1963,128436,32.15,10.48,2783208,20741999,161.5,"Manhattan"
"MIDTOWN EAST","R9-CONDOMINIUM",260,1964,305093,36.36,15.34,6413054,47276000,154.96,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",67,2005,104916,47.92,15.76,3374099,25336999,241.5,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",79,1983,127399,44.42,13.61,3925164,29549995,231.95,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",113,1980,86845,38.94,11.71,2364789,16939996,195.06,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",166,1977,122021,40.85,12.06,3512985,26535001,217.46,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",366,2000,825532,62.38,16.96,37500000,275918004,334.23,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",141,1962,89872,31.42,10.4,1889109,14099000,156.88,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",126,1962,82112,31.42,10.4,1725994,12881976,156.88,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",237,1984,438326,43.95,13.06,13539890,101965003,232.62,"Manhattan"
"MIDTOWN EAST","RR-CONDOMINIUM",16,1900,8214,23.04,9.5,111210,811000,98.73,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",81,1930,78000,32.33,12.05,1581840,11776002,150.97,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",85,1982,119419,42.75,12.4,3624366,27338994,228.93,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",20,1982,33376,41.95,10.99,1033321,7799005,233.67,"Manhattan"
"MIDTOWN EAST","R2-CONDOMINIUM",15,1920,10550,43.22,10.28,347517,2618001,248.15,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",115,1931,93015,31.11,10.74,1894716,14150000,152.13,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",23,1900,35615,37.02,6.29,1094449,8055002,226.17,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",97,1963,67540,31.42,10.4,1419691,10596003,156.88,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",64,2000,158085,48.92,12.08,5823851,43670000,276.24,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",85,2006,166692,45.84,12.24,5600851,42121005,252.69,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",90,1959,65000,31.42,10.4,1366300,10197002,156.88,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",59,1941,53435,32.61,10.95,1157402,8611002,161.15,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",118,2003,219278,46.09,14.82,6856823,51559018,235.13,"Manhattan"
"MIDTOWN EAST","R9-CONDOMINIUM",174,1960,198115,38.99,14.13,4925139,37252000,188.03,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",14,2005,41406,48.3,7.25,1700000,12347000,298.19,"Manhattan"
"MIDTOWN EAST","RR-CONDOMINIUM",42,1981,76035,37.61,11.84,1960000,14402000,189.41,"Manhattan"
"MIDTOWN EAST","R9-CONDOMINIUM",115,1958,95347,36,11.02,2381768,17572000,184.3,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",87,2002,171958,41.5,10.37,5353053,46606228,271.03,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",189,1958,196802,33.56,10.11,4615007,34269005,174.13,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",228,1972,242825,37.93,11.25,6478571,49038995,201.95,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",106,1983,174032,45.84,12.24,5847475,43976015,252.69,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",60,1929,97636,33.75,12.91,2034734,15103001,154.69,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",75,1986,85992,37.02,10.57,2274875,16390033,190.6,"Manhattan"
"MIDTOWN EAST","R4-CONDOMINIUM",75,1981,61175,41.44,12.28,1783863,13467997,220.16,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",230,2004,184076,43.09,10.75,5953018,44861002,243.71,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",216,2006,185948,43.09,10.75,6013558,45316961,243.71,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",123,2007,158770,43.09,10.75,5134621,36850037,232.1,"Manhattan"
"UPPER EAST SIDE (59-79)","RR-CONDOMINIUM",242,2007,237122,39.33,10.29,6886023,52068000,219.58,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",126,2002,220037,48.92,12.08,8106163,58189996,264.46,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",36,1928,78349,39.5,12.89,2084867,14706034,187.7,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",13,1910,33255,36.73,9.06,920166,6776999,203.79,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",10,1912,22612,44.52,12.45,725167,5464996,241.69,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",16,1925,58566,38.35,11.79,1555513,11771000,200.99,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",68,1901,85219,41.4,12.92,2427038,18325991,215.05,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",15,1910,24508,36.73,9.06,678137,4995001,203.81,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",66,1925,185696,43.73,13.25,5660014,42629999,229.57,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",18,1951,56729,52.39,12.13,2283909,17084000,301.15,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",33,1929,95425,41.53,14.13,2614645,19738999,206.85,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",27,1934,25652,36.73,9.06,709791,5227999,203.8,"Manhattan"
"UPPER EAST SIDE (59-79)","R9-CONDOMINIUM",35,1941,77739,36.82,9.96,2088070,15376000,197.79,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",46,1941,62196,35.41,10.66,1539351,11380002,182.97,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",19,1941,43682,36.82,9.96,1173298,8640001,197.79,"Manhattan"
"UPPER EAST SIDE (59-79)","R9-CONDOMINIUM",84,1955,96152,34.59,10.08,2356686,17450000,181.48,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",12,1927,56415,41.4,12.92,1606699,12131999,215.05,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",48,1926,123994,48.39,12.98,4390000,32830000,264.77,"Manhattan"
"UPPER EAST SIDE (59-79)","R9-CONDOMINIUM",62,1928,273875,42.31,11.62,8405223,63421000,231.57,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",48,1928,92781,32.82,12.2,1913144,14228004,153.35,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",16,1986,42830,44.74,12.23,1392403,9370593,218.79,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",97,1950,153046,40.15,12.12,4289879,32170418,210.2,"Manhattan"
"UPPER EAST SIDE (59-79)","R9-CONDOMINIUM",72,1912,82280,33.7,11.14,1856237,13780000,167.48,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",6,1912,6345,33.7,11.14,143144,1063001,167.53,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",15,1928,24277,42.91,10.82,779049,5875999,242.04,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",30,1982,42054,44.74,12.23,1367176,10290006,244.69,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",12,1910,9445,35.75,7.42,267577,1977002,209.32,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",111,1958,176897,41.14,12.59,5050410,38138999,215.6,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",13,1910,14977,36.64,8.16,426545,3142001,209.79,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",44,1998,158497,48.92,12.08,5839029,41140001,259.56,"Manhattan"
"UPPER EAST SIDE (59-79)","R9-CONDOMINIUM",166,1963,165925,40.75,10.47,5024209,37953000,228.74,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",27,1912,50302,41.39,8.2,1669524,12606001,250.61,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",48,1915,100093,33.13,9.25,2390221,17765000,177.48,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",12,1915,4777,36.82,9.96,128310,896504,187.67,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",157,1959,204524,40.75,10.47,6192987,46781999,228.74,"Manhattan"
"UPPER EAST SIDE (59-79)","R9-CONDOMINIUM",74,1960,104981,33.79,11.59,2330578,17298000,164.77,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",86,1927,128842,38.2,10.45,3575365,27056997,210,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",200,1987,216171,48.92,12.08,7963739,59716000,276.24,"Manhattan"
"UPPER EAST SIDE (59-79)","R9-CONDOMINIUM",52,1962,90629,33.79,11.59,2011964,14933000,164.77,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",93,2000,180846,48.92,12.08,6662366,48289990,267.02,"Manhattan"
"UPPER EAST SIDE (59-79)","R9-CONDOMINIUM",164,1965,129320,41.62,12.91,3712777,28029000,216.74,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",76,1969,106669,42.37,11.9,3250205,24522007,229.89,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",97,1986,165624,47.01,13.85,5492092,41268997,249.17,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",21,1982,34906,42.14,9.28,1147011,8656003,247.98,"Manhattan"
"UPPER EAST SIDE (59-79)","R4-CONDOMINIUM",138,1924,108820,36.23,12.82,2547477,18784999,172.62,"Manhattan"
